Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
2015-12-19,Chelsea,Sunderland,3,1,H,2,0,H,R East,17,11,7,3,12,12,2,2,1,3,0,0,1.33,5.25,12.0,1.32,5.69,11.8,1.3,5.0,11.0,1.32,5.99,10.8
2015-12-19,Man United,Norwich,1,2,A,0,1,A,M Oliver,11,6,2,4,4,10,11,0,0,2,0,0,1.45,4.5,8.5,1.47,4.5,8.45,1.44,4.2,8.0,1.43,4.85,8.75
2015-12-19,Newcastle,Aston Villa,1,1,D,1,0,H,M Atkinson,8,10,4,7,9,14,3,7,1,3,0,0,2.05,3.5,4.0,2.03,3.58,4.02,2.0,3.2,4.0,2.01,3.55,4.15
2015-12-19,Southampton,Tottenham,0,2,A,0,2,A,K Friend,11,13,4,6,18,9,4,7,1,1,0,0,2.7,3.4,2.8,2.66,3.44,2.83,2.7,3.1,2.7,2.72,3.33,2.85
2015-12-19,Stoke,Crystal Palace,1,2,A,0,1,A,R Madley,26,12,5,3,6,12,7,3,2,0,0,0,2.5,3.2,3.2,2.51,3.3,3.14,2.4,3.1,3.1,2.46,3.3,3.21
2015-12-19,West Brom,Bournemouth,1,2,A,0,0,D,M Dean,6,16,2,7,12,9,4,8,2,1,2,0,2.55,3.3,3.0,2.64,3.27,2.98,2.6,3.1,2.8,2.86,3.33,2.7
2015-12-19,Everton,Leicester,2,3,A,1,1,D,J Moss,13,10,5,5,6,14,10,2,2,1,0,0,2.1,3.75,3.6,2.07,3.8,3.65,2.1,3.3,3.5,2.05,3.78,3.73
2015-12-20,Swansea,West Ham,0,0,D,0,0,D,L Mason,21,11,2,2,6,9,8,9,0,1,0,0,2.1,3.4,3.9,2.1,3.46,3.92,2.15,3.25,3.5,2.07,3.44,4.08
2015-12-20,Watford,Liverpool,3,0,H,2,0,H,M Clattenburg,6,12,5,4,6,9,7,9,1,0,0,0,4.2,3.6,1.95,4.14,3.55,2.01,4.0,3.2,2.0,3.68,3.58,2.13
2015-12-21,Arsenal,Man City,2,1,H,2,0,H,A Marriner,8,20,5,6,5,16,4,8,0,2,0,0,2.45,3.5,3.0,2.38,3.58,3.12,2.4,3.1,3.1,2.49,3.49,3.01
2015-12-26,Liverpool,Leicester,1,0,H,0,0,D,M Atkinson,25,7,4,3,11,8,7,6,2,1,0,0,1.91,3.8,3.8,1.95,3.87,4.0,1.95,3.5,3.8,1.99,3.79,3.94
2015-12-26,Chelsea,Watford,2,2,D,1,1,D,A Marriner,17,12,2,3,7,15,9,4,1,4,0,0,1.44,4.5,7.5,1.52,4.52,7.14,1.44,4.2,8.0,1.5,4.52,7.55
2015-12-26,Bournemouth,Crystal Palace,0,0,D,0,0,D,M Oliver,10,8,4,0,10,13,8,9,1,0,0,0,2.4,3.3,3.0,2.48,3.45,3.06,2.5,3.2,2.9,2.14,3.48,3.77
2015-12-26,Aston Villa,West Ham,1,1,D,0,1,A,M Dean,15,10,8,4,14,13,9,6,3,3,0,0,2.63,3.25,2.75,2.66,3.29,2.94,2.7,3.1,2.7,2.53,3.23,3.17
2015-12-26,Stoke,Man United,2,0,H,2,0,H,K Friend,13,11,3,6,13,16,1,12,1,2,0,0,3.25,3.2,2.3,3.33,3.31,2.4,3.1,3.1,2.4,3.79,3.25,2.23
2015-12-26,Southampton,Arsenal,4,0,H,1,0,H,J Moss,15,7,5,4,10,9,3,4,1,0,0,0,3.6,3.5,2.05,3.6,3.53,2.18,3.6,3.3,2.1,3.64,3.43,2.2
2015-12-26,Newcastle,Everton,0,1,A,0,0,D,L Mason,10,20,1,7,16,12,1,7,2,2,0,0,3.2,3.5,2.2,3.37,3.58,2.25,3.25,3.3,2.25,3.62,3.61,2.14
2015-12-26,Man City,Sunderland,4,1,H,3,0,H,A Taylor,19,11,9,3,10,11,5,1,1,1,0,0,1.2,7.0,13.0,1.21,7.65,16.0,1.22,6.0,13.0,1.21,7.95,14.78
2015-12-26,Swansea,West Brom,1,0,H,1,0,H,R East,7,9,2,3,10,13,0,7,1,3,0,0,1.91,3.4,4.5,1.96,3.42,4.58,2.05,3.1,4.0,1.92,3.42,4.86
2015-12-26,Tottenham,Norwich,3,0,H,2,0,H,M Jones,15,11,10,3,4,13,9,4,1,2,0,0,1.4,4.75,8.0,1.46,4.77,8.0,1.44,4.2,8.0,1.47,4.54,8.4
2015-12-28,Arsenal,Bournemouth,2,0,H,1,0,H,R East,13,10,6,3,7,8,9,3,2,0,0,0,1.44,4.75,8.0,1.45,4.86,8.07,1.36,4.8,8.5,1.54,4.35,7.15
2015-12-28,Crystal Palace,Swansea,0,0,D,0,0,D,N Swarbrick,10,5,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4.0,2.09,3.41,4.03,1.91,3.5,4.0,2.04,3.34,4.35
2015-12-28,West Ham,Southampton,2,1,H,0,1,A,M Oliver,13,15,5,4,6,12,4,7,1,3,0,0,3.6,3.4,2.2,3.57,3.41,2.24,3.4,3.2,2.2,3.64,3.41,2.21
2015-12-28,Man United,Chelsea,0,0,D,0,0,D,M Atkinson,12,8,2,3,16,6,5,3,4,2,0,0,2.6,3.3,3.0,2.6,3.38,2.95,2.62,3.1,3.0,2.48,3.26,3.22
2015-12-28,Norwich,Aston Villa,2,0,H,1,0,H,G Scott,9,6,4,3,10,21,3,7,2,5,0,0,2.05,3.6,3.8,2.05,3.53,4.02,2.05,3.4,3.6,1.93,3.7,4.36
2015-12-28,Watford,Tottenham,1,2,A,1,1,D,A Taylor,9,10,1,3,11,13,5,3,4,2,1,0,3.75,3.5,2.1,3.92,3.55,2.07,3.5,3.25,2.15,3.28,3.32,2.42
2015-12-28,West Brom,Newcastle,1,0,H,0,0,D,M Jones,22,7,5,2,7,13,18,6,0,0,0,0,2.2,3.25,3.75,2.18,3.35,3.8,2.25,3.2,3.3,2.16,3.34,3.87
2015-12-28,Everton,Stoke,3,4,A,1,2,A,M Clattenburg,15,8,3,5,10,12,6,2,2,1,0,0,1.95,3.6,4.2,1.95,3.63,4.3,1.95,3.5,3.8,1.83,3.72,4.85
2015-12-29,Leicester,Man City,0,0,D,0,0,D,C Pawson,11,21,4,5,11,8,1,13,1,3,0,0,4.33,4.0,1.85,4.25,4.1,1.85,3.75,3.75,1.91,4.17,3.88,1.91
2015-12-30,Sunderland,Liverpool,0,1,A,0,0,D,K Friend,8,17,3,6,8,16,6,4,1,3,0,0,5.5,3.9,1.7,5.51,3.91,1.71,4.75,3.6,1.75,5.77,4.09,1.66
2016-01-02,Arsenal,Newcastle,1,0,H,0,0,D,A Taylor,16,15,3,6,10,9,7,4,2,2,0,0,1.29,6.5,11.0,1.27,6.47,12.81,1.3,5.0,11.0,1.24,7.25,12.75
2016-01-02,Leicester,Bournemouth,0,0,D,0,0,D,A Marriner,16,9,2,0,9,5,7,1,1,1,0,1,1.91,3.75,4.33,1.94,3.75,4.18,1.95,3.4,4.0,1.94,3.7,4.25
2016-01-02,Man United,Swansea,2,1,H,0,0,D,J Moss,19,9,6,4,14,10,4,2,2,1,0,0,1.55,4.2,7.0,1.52,4.28,7.66,1.57,3.6,7.0,1.49,4.3,8.55
2016-01-02,Norwich,Southampton,1,0,H,0,0,D,M Clattenburg,10,10,1,4,9,7,4,9,1,0,0,1,3.2,3.4,2.4,3.13,3.49,2.42,3.1,3.2,2.38,3.14,3.18,2.58
2016-01-02,West Ham,Liverpool,2,0,H,1,0,H,R Madley,18,23,10,2,11,8,3,9,1,1,0,0,4.0,3.5,2.05,3.97,3.62,2.03,3.8,3.4,2.0,4.28,3.55,1.98
2016-01-02,West Brom,Stoke,2,1,H,0,0,D,L Mason,16,10,5,3,7,15,4,6,1,1,0,1,2.8,3.2,2.8,2.81,3.2,2.84,2.8,3.1,2.62,2.88,3.16,2.81
2016-01-02,Watford,Man City,1,2,A,0,0,D,M Atkinson,11,16,3,5,6,10,4,5,1,0,0,0,5.0,4.0,1.75,5.14,4.11,1.72,5.0,3.6,1.73,4.99,3.99,1.76
2016-01-02,Sunderland,Aston Villa,3,1,H,1,0,H,C Pawson,13,8,6,3,8,13,3,3,3,4,0,0,2.5,3.25,3.2,2.49,3.34,3.14,2.4,3.1,3.1,2.49,3.32,3.15
2016-01-03,Everton,Tottenham,1,1,D,1,1,D,M Oliver,12,19,3,4,8,11,4,4,1,2,0,0,2.8,3.5,2.63,2.78,3.59,2.62,2.7,3.1,2.7,2.59,3.46,2.9
2016-01-03,Crystal Palace,Chelsea,0,3,A,0,1,A,K Friend,8,10,4,4,12,15,5,7,3,0,0,0,3.8,3.5,2.1,3.98,3.49,2.07,3.75,3.2,2.1,4.16,3.51,2.02
2016-01-12,Aston Villa,Crystal Palace,1,0,H,0,0,D,M Clattenburg,13,9,3,1,15,9,9,0,2,1,0,0,3.2,3.25,2.45,3.2,3.25,2.5,3.1,3.0,2.5,3.32,3.21,2.45
2016-01-12,Newcastle,Man United,3,3,D,1,2,A,M Dean,14,12,6,4,10,12,5,3,1,3,0,0,5.0,3.7,1.8,5.05,3.8,1.79,5.0,3.3,1.8,4.88,3.64,1.85
2016-01-12,Bournemouth,West Ham,1,3,A,1,0,H,M Atkinson,11,10,4,5,8,5,4,7,1,1,0,0,2.0,3.6,4.0,2.01,3.65,4.02,2.0,3.4,3.8,2.03,3.62,3.98
2016-01-13,Southampton,Watford,2,0,H,1,0,H,C Pawson,15,4,7,1,9,11,8,1,1,2,0,0,1.95,3.5,4.33,2.0,3.51,4.25,2.0,3.2,4.0,2.06,3.45,4.09
2016-01-13,Liverpool,Arsenal,3,3,D,2,2,D,M Jones,22,14,6,5,9,7,9,3,2,0,0,0,2.88,3.4,2.6,2.84,3.58,2.57,2.9,3.2,2.5,2.58,3.39,2.96
2016-01-13,Man City,Everton,0,0,D,0,0,D,R East,22,7,5,2,5,6,12,5,0,1,0,0,1.53,4.75,6.0,1.52,4.88,6.44,1.53,4.0,6.5,1.55,4.46,6.59
2016-01-13,Stoke,Norwich,3,1,H,0,0,D,N Swarbrick,14,5,4,2,5,8,7,3,0,1,0,1,2.05,3.3,4.2,2.01,3.44,4.31,2.05,3.1,4.0,2.04,3.39,4.24
2016-01-13,Swansea,Sunderland,2,4,A,2,1,H,G Scott,10,7,5,5,9,12,8,6,2,0,1,0,1.8,3.6,5.25,1.78,3.71,5.32,1.8,3.4,4.8,1.83,3.66,4.95
2016-01-13,Tottenham,Leicester,0,1,A,0,0,D,L Mason,21,10,5,2,13,10,16,8,1,0,0,0,1.75,3.8,5.25,1.75,3.95,5.09,1.8,3.5,4.5,1.86,3.68,4.72
2016-01-13,Chelsea,West Brom,2,2,D,1,1,D,A Taylor,14,13,2,6,13,8,7,7,3,3,0,0,1.44,4.5,9.0,1.46,4.58,8.54,1.44,4.2,8.0,1.46,4.39,9.32
2016-01-16,Aston Villa,Leicester,1,1,D,0,1,A,R East,14,12,5,5,13,15,3,4,3,2,0,0,3.6,3.4,2.2,3.75,3.44,2.16,3.4,3.1,2.25,3.59,3.48,2.2
2016-01-16,Bournemouth,Norwich,3,0,H,1,0,H,R Madley,15,10,8,3,8,13,5,3,1,1,0,0,1.91,3.6,4.5,1.89,3.68,4.54,1.95,3.1,4.33,1.9,3.6,4.62
2016-01-16,Chelsea,Everton,3,3,D,0,0,D,M Jones,14,9,7,4,12,5,6,4,1,1,0,0,1.83,3.75,4.75,1.81,3.97,4.65,1.75,3.5,4.8,1.71,3.97,5.47
2016-01-16,Man City,Crystal Palace,4,0,H,2,0,H,J Moss,17,9,4,3,10,11,5,6,0,2,0,0,1.4,5.25,8.5,1.39,5.34,8.88,1.4,4.2,9.0,1.4,5.1,9.19
2016-01-16,Newcastle,West Ham,2,1,H,2,0,H,N Swarbrick,23,10,10,3,9,4,3,3,1,0,0,0,2.5,3.4,3.0,2.55,3.5,2.92,2.62,3.1,2.75,2.39,3.38,3.27
2016-01-16,Southampton,West Brom,3,0,H,2,0,H,M Atkinson,9,9,5,0,10,11,1,3,0,0,0,0,1.73,3.75,5.5,1.71,3.73,5.95,1.75,3.25,5.5,1.71,3.67,6.18
2016-01-16,Tottenham,Sunderland,4,1,H,1,1,D,M Dean,26,5,11,2,8,13,11,3,0,2,0,0,1.36,5.25,9.5,1.35,5.48,10.2,1.4,4.0,10.0,1.36,5.49,9.45
2016-01-17,Liverpool,Man United,0,1,A,0,0,D,M Clattenburg,19,7,4,1,6,18,5,4,0,2,0,0,2.3,3.25,3.5,2.34,3.37,3.37,2.4,3.1,3.1,2.63,3.12,3.13
2016-01-17,Stoke,Arsenal,0,0,D,0,0,D,C Pawson,14,8,6,3,16,10,6,6,0,0,0,0,4.33,3.6,1.95,4.29,3.61,1.96,4.33,3.1,1.95,3.28,3.24,2.46
2016-01-18,Swansea,Watford,1,0,H,1,0,H,M Oliver,10,13,2,2,8,11,6,3,2,2,0,0,2.38,3.25,3.4,2.42,3.31,3.28,2.5,3.1,2.9,2.28,3.3,3.59
2016-01-23,Sunderland,Bournemouth,1,1,D,1,1,D,R East,10,15,5,5,5,9,3,4,1,1,0,0,3.0,3.4,2.5,3.06,3.34,2.54,3.0,3.0,2.5,2.82,3.45,2.66
2016-01-23,Crystal Palace,Tottenham,1,3,A,1,0,H,M Atkinson,11,24,3,11,11,12,3,10,2,2,0,0,3.6,3.5,2.15,3.63,3.4,2.22,3.3,3.3,2.2,3.65,3.51,2.17
2016-01-23,Watford,Newcastle,2,1,H,0,0,D,A Marriner,13,11,5,2,10,12,2,7,2,1,0,0,2.05,3.5,4.0,2.07,3.54,3.93,2.1,3.2,3.75,2.02,3.66,3.98
2016-01-23,Man United,Southampton,0,1,A,0,0,D,M Jones,8,7,1,2,11,8,4,4,0,0,0,0,1.91,3.5,4.75,1.91,3.45,4.84,1.91,3.2,4.5,2.09,3.3,4.2
2016-01-23,West Ham,Man City,2,2,D,1,1,D,C Pawson,10,16,3,3,11,15,5,2,2,3,0,0,5.0,4.0,1.73,5.19,4.09,1.71,5.0,3.6,1.73,5.0,4.22,1.71
2016-01-23,West Brom,Aston Villa,0,0,D,0,0,D,R Madley,4,15,0,4,7,13,2,6,0,1,0,0,2.1,3.3,4.0,2.17,3.28,3.92,2.1,3.0,4.0,2.36,3.17,3.57
2016-01-23,Norwich,Liverpool,4,5,A,2,1,H,L Mason,6,13,5,7,10,14,3,3,0,1,0,0,4.33,3.5,1.95,4.35,3.5,1.98,4.33,3.25,1.91,4.28,3.52,1.99
2016-01-23,Leicester,Stoke,3,0,H,1,0,H,M Dean,15,3,5,2,10,13,8,4,0,1,0,0,2.1,3.5,3.8,2.07,3.48,4.0,2.05,3.25,3.8,1.9,3.71,4.45
2016-01-24,Everton,Swansea,1,2,A,1,2,A,A Taylor,20,7,2,5,5,12,7,1,0,3,0,0,1.73,3.8,5.5,1.69,3.92,5.77,1.67,3.6,5.5,1.75,3.81,5.35
2016-01-24,Arsenal,Chelsea,0,1,A,0,1,A,M Clattenburg,9,12,1,6,14,13,6,7,1,3,1,0,2.1,3.5,3.9,2.06,3.62,3.87,2.1,3.2,3.75,2.32,3.33,3.46
2016-02-02,Leicester,Liverpool,2,0,H,0,0,D,A Marriner,13,14,6,2,6,7,3,12,0,1,0,0,2.63,3.4,2.88,2.62,3.44,2.88,2.62,3.1,2.8,2.92,3.31,2.67
2016-02-02,Man United,Stoke,3,0,H,2,0,H,R East,15,10,5,0,13,13,2,5,2,1,0,0,1.7,3.75,5.75,1.68,3.82,6.17,1.67,3.5,6.0,1.62,3.92,6.75
2016-02-02,Norwich,Tottenham,0,3,A,0,2,A,K Friend,10,17,2,6,8,9,6,8,2,2,0,0,4.5,3.75,1.85,4.57,3.79,1.85,4.5,3.4,1.83,5.08,3.98,1.75
2016-02-02,Sunderland,Man City,0,1,A,0,1,A,S Attwell,11,6,2,2,6,15,8,4,1,4,0,0,8.0,4.75,1.45,7.5,4.73,1.48,7.0,4.0,1.5,7.28,4.89,1.47
2016-02-02,Crystal Palace,Bournemouth,1,2,A,1,1,D,M Jones,14,8,3,4,11,15,5,3,3,4,0,0,2.45,3.3,3.2,2.48,3.25,3.23,2.5,3.1,3.0,2.64,3.28,2.97
2016-02-02,West Ham,Aston Villa,2,0,H,0,0,D,J Moss,25,6,6,2,9,11,5,5,3,0,0,1,1.91,3.5,4.75,1.89,3.57,4.69,1.91,3.2,4.33,1.86,3.54,4.95
2016-02-02,Arsenal,Southampton,0,0,D,0,0,D,L Mason,21,14,11,3,11,19,13,3,2,1,0,0,1.75,3.75,5.25,1.76,3.72,5.39,1.8,3.2,5.0,1.83,3.65,4.97
2016-02-02,West Brom,Swansea,1,1,D,0,0,D,N Swarbrick,17,18,7,4,12,13,7,7,0,0,0,0,2.63,3.1,3.1,2.68,3.04,3.14,2.62,3.0,2.9,2.59,3.09,3.22
2016-02-03,Everton,Newcastle,3,0,H,1,0,H,C Pawson,18,7,7,3,8,15,3,3,1,2,0,1,1.65,4.2,5.5,1.68,4.27,5.23,1.67,3.8,5.0,1.74,4.08,4.98
2016-02-03,Watford,Chelsea,0,0,D,0,0,D,M Dean,12,12,3,4,10,13,7,7,2,1,0,0,4.33,3.5,1.95,4.32,3.43,2.01,4.0,3.25,2.0,5.0,3.75,1.81
2016-02-06,Aston Villa,Norwich,2,0,H,1,0,H,M Atkinson,10,12,3,4,10,11,2,11,0,2,0,0,2.45,3.2,3.3,2.44,3.27,3.28,2.4,3.1,3.1,2.56,3.21,3.15
2016-02-06,Man City,Leicester,1,3,A,0,1,A,A Taylor,22,14,4,7,9,15,11,4,2,2,0,0,1.62,4.2,6.0,1.61,4.26,6.14,1.62,3.6,6.0,1.6,4.29,6.21
2016-02-06,Newcastle,West Brom,1,0,H,1,0,H,L Mason,19,7,7,0,12,12,8,4,0,3,0,0,2.15,3.4,3.8,2.22,3.33,3.71,2.2,3.3,3.3,2.29,3.31,3.55
2016-02-06,Southampton,West Ham,1,0,H,1,0,H,M Clattenburg,8,18,2,2,17,10,4,5,1,2,1,0,1.73,3.8,5.5,1.77,3.74,5.33,1.75,3.5,5.0,1.71,3.98,5.42
2016-02-06,Stoke,Everton,0,3,A,0,3,A,A Marriner,11,14,3,6,11,8,6,4,1,0,0,0,2.7,3.4,2.8,2.66,3.36,2.88,2.62,3.1,2.8,2.94,3.38,2.6
2016-02-06,Swansea,Crystal Palace,1,1,D,1,0,H,M Dean,19,12,3,2,11,14,9,5,1,2,0,0,2.25,3.3,3.6,2.26,3.28,3.67,2.25,3.1,3.4,2.39,3.22,3.44
2016-02-06,Tottenham,Watford,1,0,H,0,0,D,R East,26,3,9,0,12,9,15,1,0,1,0,0,1.5,4.33,8.0,1.51,4.39,7.73,1.5,4.0,7.0,1.52,4.4,7.38
2016-02-06,Liverpool,Sunderland,2,2,D,0,0,D,R Madley,16,7,5,2,4,12,7,2,1,1,0,0,1.44,4.75,8.5,1.45,4.71,8.42,1.44,4.2,8.0,1.43,4.86,8.6
2016-02-07,Bournemouth,Arsenal,0,2,A,0,2,A,K Friend,17,10,4,5,6,8,7,3,0,1,0,0,3.8,3.5,2.1,3.84,3.58,2.08,4.0,3.2,2.0,4.53,3.66,1.9
2016-02-07,Chelsea,Man United,1,1,D,0,0,D,M Oliver,16,17,5,7,6,9,10,11,0,3,0,0,2.15,3.3,3.9,2.1,3.37,4.04,2.1,3.1,3.8,2.14,3.35,3.94
2016-02-13,Swansea,Southampton,0,1,A,0,0,D,J Moss,13,13,2,5,10,12,5,4,0,3,0,0,3.2,3.25,2.5,3.24,3.26,2.47,3.0,3.1,2.5,3.2,3.25,2.51
2016-02-13,Sunderland,Man United,2,1,H,1,1,D,A Marriner,21,12,5,6,7,15,6,8,2,3,0,0,5.25,3.75,1.75,5.1,3.74,1.79,5.0,3.3,1.8,5.27,3.69,1.79
2016-02-13,Norwich,West Ham,2,2,D,0,0,D,M Jones,13,11,3,6,16,11,3,3,2,2,0,0,2.38,3.4,3.25,2.43,3.42,3.16,2.5,3.2,2.9,2.5,3.33,3.12
2016-02-13,Crystal Palace,Watford,1,2,A,1,1,D,R East,14,10,7,3,11,16,8,5,0,2,0,0,2.25,3.3,3.6,2.24,3.28,3.71,2.3,3.1,3.3,2.23,3.25,3.78
2016-02-13,Chelsea,Newcastle,5,1,H,3,0,H,R Madley,15,10,5,4,16,14,8,3,0,1,1,0,1.44,4.75,8.0,1.46,4.79,7.95,1.44,4.2,8.0,1.39,5.2,9.1
2016-02-13,Bournemouth,Stoke,1,3,A,0,1,A,G Scott,11,11,2,6,7,18,9,2,4,2,0,0,2.05,3.4,4.1,2.07,3.44,4.06,2.05,3.1,4.0,1.95,3.57,4.38
2016-02-13,Everton,West Brom,0,1,A,0,1,A,M Oliver,34,5,6,1,9,12,14,1,1,3,0,0,1.53,4.2,7.5,1.52,4.33,7.65,1.53,3.75,7.0,1.5,4.49,7.6
2016-02-14,Arsenal,Leicester,2,1,H,0,1,A,M Atkinson,24,7,6,3,9,10,11,1,4,3,0,1,1.75,4.0,5.0,1.71,4.16,5.08,1.75,3.8,4.5,1.68,4.23,5.32
2016-02-14,Aston Villa,Liverpool,0,6,A,0,2,A,N Swarbrick,6,11,1,9,10,9,0,6,3,1,0,0,4.75,3.6,1.85,4.89,3.59,1.86,4.5,3.4,1.85,5.81,3.87,1.69
2016-02-14,Man City,Tottenham,1,2,A,0,0,D,M Clattenburg,19,6,4,3,12,17,7,1,1,3,0,0,2.1,3.75,3.6,2.06,3.66,3.82,2.1,3.3,3.6,2.15,3.44,3.78
2016-02-27,West Ham,Sunderland,1,0,H,1,0,H,M Dean,9,13,3,4,11,9,5,6,1,0,0,0,1.8,3.5,4.5,1.85,3.75,4.7,1.83,3.6,4.2,1.86,3.7,4.69
2016-02-27,West Brom,Crystal Palace,3,2,H,3,0,H,J Moss,11,15,5,2,14,16,3,6,2,2,0,0,2.6,3.1,2.8,2.84,3.13,2.87,2.6,3.0,2.9,2.96,3.23,2.68
2016-02-27,Southampton,Chelsea,1,2,A,1,0,H,M Atkinson,7,16,2,4,10,11,7,8,3,1,0,0,2.8,3.25,2.5,2.9,3.37,2.65,2.75,3.2,2.62,3.23,3.3,2.45
2016-02-27,Stoke,Aston Villa,2,1,H,0,0,D,K Friend,11,5,3,1,7,15,11,0,0,3,0,0,1.62,3.75,5.5,1.69,3.74,6.16,1.67,3.4,6.0,1.92,3.45,4.78
2016-02-27,Leicester,Norwich,1,0,H,0,0,D,N Swarbrick,13,9,3,1,9,11,3,4,0,2,0,0,1.5,4.33,6.0,1.57,4.42,6.32,1.5,4.2,6.5,1.57,4.19,6.95
2016-02-27,Watford,Bournemouth,0,0,D,0,0,D,A Taylor,14,11,1,3,14,17,4,5,3,1,0,0,2.38,3.25,3.0,2.45,3.31,3.22,2.38,3.25,3.0,2.64,3.36,2.91
2016-02-28,Tottenham,Swansea,2,1,H,0,1,A,M Jones,34,10,14,4,11,14,7,7,2,3,0,0,1.4,4.2,9.0,1.48,4.5,8.27,1.44,4.2,7.5,1.5,4.22,8.62
2016-02-28,Man United,Arsenal,3,2,H,2,1,H,C Pawson,7,13,5,5,21,15,2,3,4,3,0,0,3.0,3.25,2.38,3.32,3.32,2.39,3.3,3.2,2.25,3.46,3.4,2.29
2016-03-01,Norwich,Chelsea,1,2,A,0,2,A,L Mason,13,10,2,2,17,5,4,4,3,2,0,0,5.25,4.0,1.7,5.31,4.08,1.7,5.5,3.6,1.67,5.56,3.86,1.72
2016-03-01,Sunderland,Crystal Palace,2,2,D,1,0,H,A Taylor,17,13,6,5,11,14,4,5,1,1,0,0,2.5,3.3,3.1,2.48,3.36,3.13,2.5,3.1,3.0,2.49,3.27,3.19
2016-03-01,Bournemouth,Southampton,2,0,H,1,0,H,M Dean,9,6,4,1,11,18,10,2,0,0,0,0,2.9,3.25,2.7,2.91,3.3,2.68,2.88,3.1,2.62,2.86,3.26,2.74
2016-03-01,Aston Villa,Everton,1,3,A,0,2,A,R East,14,10,5,7,8,7,9,8,3,1,0,0,4.5,3.6,1.91,4.44,3.69,1.91,4.5,3.4,1.85,5.48,4.14,1.68
2016-03-01,Leicester,West Brom,2,2,D,2,1,H,M Clattenburg,22,11,5,3,10,8,11,3,0,2,0,0,1.73,3.8,5.5,1.73,3.84,5.5,1.7,3.5,5.5,1.68,3.95,5.87
2016-03-02,Arsenal,Swansea,1,2,A,1,1,D,R Madley,18,11,4,2,8,11,7,3,0,2,0,0,1.36,5.25,10.0,1.37,5.21,10.28,1.36,4.8,8.5,1.29,5.95,12.55
2016-03-02,Liverpool,Man City,3,0,H,2,0,H,M Atkinson,11,4,7,2,14,14,3,2,0,1,0,0,2.63,3.4,2.88,2.64,3.5,2.81,2.62,3.2,2.8,2.79,3.53,2.64
2016-03-02,Man United,Watford,1,0,H,0,0,D,M Jones,14,13,3,3,7,17,9,7,1,2,0,0,1.67,3.8,6.0,1.66,3.92,6.21,1.67,3.4,6.0,1.64,3.99,6.3
2016-03-02,Stoke,Newcastle,1,0,H,0,0,D,N Swarbrick,9,5,2,3,11,6,5,2,1,0,0,0,2.0,3.5,4.2,2.03,3.53,4.1,1.95,3.4,4.0,2.06,3.51,4.0
2016-03-02,West Ham,Tottenham,1,0,H,1,0,H,A Marriner,14,9,3,2,10,11,6,3,0,3,0,0,4.0,3.6,2.0,4.03,3.64,2.01,4.0,3.2,2.0,3.6,3.38,2.24
2016-03-05,Watford,Leicester,0,1,A,0,0,D,J Moss,11,14,4,7,10,11,3,8,2,2,0,0,3.0,3.4,2.55,3.01,3.33,2.58,2.8,3.1,2.62,2.99,3.39,2.56
2016-03-05,Tottenham,Arsenal,2,2,D,0,1,A,M Oliver,26,10,11,4,9,10,9,2,2,2,0,1,2.38,3.4,3.25,2.39,3.54,3.13,2.4,3.1,3.1,2.31,3.51,3.29
2016-03-05,Southampton,Sunderland,1,1,D,0,0,D,N Swarbrick,16,11,5,3,9,9,12,2,2,1,1,0,1.6,4.0,6.5,1.63,4.04,6.29,1.62,3.6,6.0,1.62,4.2,6.07
2016-03-05,Swansea,Norwich,1,0,H,0,0,D,C Pawson,10,8,3,3,14,15,5,0,2,5,0,0,2.05,3.5,4.0,2.04,3.47,4.13,2.05,3.1,4.0,2.16,3.33,3.89
2016-03-05,Man City,Aston Villa,4,0,H,0,0,D,L Mason,22,2,9,1,10,10,9,1,0,1,0,0,1.22,7.0,15.0,1.22,7.08,16.27,1.22,5.5,17.0,1.19,7.99,18.14
2016-03-05,Everton,West Ham,2,3,A,1,0,H,A Taylor,15,17,8,5,12,13,9,6,2,3,1,0,1.73,4.0,5.0,1.71,4.11,5.17,1.75,3.5,5.0,1.67,4.27,5.39
2016-03-05,Chelsea,Stoke,1,1,D,1,0,H,M Clattenburg,20,16,7,5,9,10,8,4,1,2,0,0,1.5,4.5,7.5,1.52,4.44,7.28,1.53,3.75,7.0,1.52,4.32,7.63
2016-03-05,Newcastle,Bournemouth,1,3,A,0,1,A,P Tierney,14,16,3,5,13,8,5,4,1,3,0,0,2.63,3.4,2.88,2.74,3.4,2.77,2.62,3.1,2.8,2.59,3.4,2.94
2016-03-06,Crystal Palace,Liverpool,1,2,A,0,0,D,A Marriner,14,19,4,5,12,16,6,6,1,2,0,1,3.8,3.5,2.1,3.71,3.5,2.15,3.75,3.1,2.15,3.78,3.51,2.13
2016-03-06,West Brom,Man United,1,0,H,0,0,D,M Dean,9,7,2,1,8,7,4,5,1,0,0,1,4.33,3.4,2.0,4.24,3.42,2.03,4.0,3.2,2.0,4.45,3.61,1.93
