Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
2023-02-04,Aston Villa,Leicester,2,4,A,2,3,A,D England,19,9,4,5,10,10,11,3,0,2,0,0,1.95,3.6,3.8,2.02,3.63,3.95,1.95,3.6,3.75,2.13,3.5,3.73
2023-02-04,Brentford,Southampton,3,0,H,2,0,H,D Bond,14,14,4,6,10,9,4,4,1,2,0,0,1.85,3.6,4.2,1.92,3.68,4.36,1.85,3.5,4.2,1.82,3.7,4.89
2023-02-04,Brighton,Bournemouth,1,0,H,0,0,D,C Pawson,20,12,6,2,14,7,7,3,3,1,0,0,1.33,5.25,8.5,1.35,5.42,9.88,1.33,4.8,9.5,1.39,5.25,8.25
2023-02-04,Man United,Crystal Palace,2,1,H,1,0,H,A Marriner,14,10,5,3,9,9,5,5,1,2,1,0,1.4,4.75,8.0,1.41,4.91,8.97,1.4,4.5,8.0,1.39,5.11,9.13
2023-02-04,Newcastle,West Ham,1,1,D,1,1,D,P Bankes,8,10,2,1,11,13,4,2,2,1,0,0,1.6,3.8,6.0,1.63,3.97,6.3,1.6,3.75,6.0,1.67,3.93,5.81
2023-02-04,Wolves,Liverpool,3,0,H,2,0,H,P Tierney,12,22,6,4,9,7,2,7,1,1,0,0,4.0,3.8,1.85,4.14,3.93,1.89,4.0,3.7,1.85,3.98,3.79,1.97
2023-02-05,Nott'm Forest,Leeds,1,0,H,1,0,H,R Jones,6,10,2,4,15,14,0,2,4,2,0,0,2.63,3.3,2.7,2.69,3.46,2.76,2.6,3.4,2.62,2.85,3.46,2.62
2023-02-05,Tottenham,Man City,1,0,H,1,0,H,A Madley,12,15,3,5,19,14,4,6,2,3,1,0,4.33,4.2,1.73,4.44,4.23,1.78,4.4,4.0,1.73,4.03,3.91,1.93
2023-02-08,Man United,Leeds,2,2,D,0,1,A,S Hooper,24,8,7,2,7,11,6,5,1,3,0,0,1.45,5.0,6.0,1.48,4.98,6.69,1.47,4.5,6.5,1.56,4.49,6.11
2023-02-11,Bournemouth,Newcastle,1,1,D,1,1,D,S Attwell,11,15,5,7,8,10,4,6,2,3,0,0,6.5,4.0,1.53,6.53,4.08,1.6,6.5,3.9,1.55,6.1,4.05,1.63
2023-02-11,Leicester,Tottenham,4,1,H,3,1,H,M Salisbury,15,11,7,4,14,9,1,5,5,2,0,0,3.4,3.6,2.1,3.46,3.7,2.16,3.3,3.6,2.1,3.57,3.76,2.1
2023-02-11,Southampton,Wolves,1,2,A,1,0,H,J Gillett,17,11,2,2,12,14,5,2,2,2,0,1,2.9,3.2,2.55,3.16,3.18,2.55,3.0,3.1,2.5,3.26,3.18,2.5
2023-02-11,Crystal Palace,Brighton,1,1,D,0,0,D,M Oliver,6,17,1,7,10,11,1,6,4,1,0,0,3.8,3.5,2.0,3.9,3.56,2.06,3.7,3.4,2.0,5.15,3.79,1.76
2023-02-11,Arsenal,Brentford,1,1,D,0,0,D,P Bankes,23,9,7,2,9,9,7,4,0,2,0,0,1.44,4.75,7.0,1.47,4.77,7.32,1.42,4.5,7.5,1.58,4.25,6.35
2023-02-11,West Ham,Chelsea,1,1,D,1,1,D,C Pawson,10,12,2,4,9,11,5,6,1,1,0,0,3.3,3.3,2.25,3.43,3.37,2.3,3.3,3.2,2.25,3.51,3.38,2.27
2023-02-11,Fulham,Nott'm Forest,2,0,H,1,0,H,A Madley,16,10,3,1,9,11,5,4,0,1,0,0,1.91,3.5,4.33,1.94,3.57,4.37,1.91,3.5,4.0,1.97,3.52,4.33
2023-02-12,Leeds,Man United,0,2,A,0,0,D,P Tierney,16,11,6,5,10,13,7,3,2,1,0,0,3.75,3.8,1.91,3.98,3.87,1.94,3.7,3.7,1.91,3.81,3.9,1.98
2023-02-12,Man City,Aston Villa,3,1,H,3,0,H,R Jones,17,6,9,2,13,14,8,4,1,2,0,0,1.25,6.5,11.0,1.26,6.66,11.78,1.24,6.0,12.0,1.37,5.25,9.0
2023-02-13,Liverpool,Everton,2,0,H,1,0,H,S Hooper,15,6,6,1,8,16,3,3,1,3,0,0,1.5,4.33,6.5,1.55,4.48,6.39,1.52,4.2,6.0,1.62,4.3,5.75
2023-02-15,Arsenal,Man City,1,3,A,1,1,D,A Taylor,10,9,1,6,11,15,1,3,2,3,0,0,2.9,3.5,2.35,2.95,3.6,2.46,2.88,3.4,2.4,3.36,3.52,2.27
2023-02-18,Wolves,Bournemouth,0,1,A,0,0,D,M Salisbury,15,5,4,1,12,10,12,2,3,3,0,0,1.67,3.6,6.0,1.69,3.86,5.78,1.67,3.7,5.25,1.83,3.62,4.98
2023-02-18,Newcastle,Liverpool,0,2,A,0,2,A,A Taylor,14,13,4,7,3,8,6,7,1,1,1,0,2.5,3.5,2.7,2.57,3.58,2.82,2.5,3.4,2.7,2.56,3.52,2.88
2023-02-18,Nott'm Forest,Man City,1,1,D,0,1,A,G Scott,4,26,1,6,8,6,0,10,1,0,0,0,8.5,5.5,1.3,10.3,5.67,1.33,10.0,5.5,1.29,10.5,5.4,1.33
2023-02-18,Everton,Leeds,1,0,H,0,0,D,A Madley,15,8,6,0,8,6,6,4,2,3,0,0,2.4,3.3,3.0,2.53,3.36,3.03,2.45,3.25,2.9,2.82,3.28,2.78
2023-02-18,Chelsea,Southampton,0,1,A,0,1,A,D Coote,17,8,5,5,16,24,8,2,3,6,0,0,1.4,4.75,8.5,1.4,4.78,9.69,1.38,4.5,9.0,1.43,4.68,8.24
2023-02-18,Brighton,Fulham,0,1,A,0,0,D,D England,21,5,7,2,12,14,10,2,0,5,0,0,1.65,3.8,5.5,1.66,4.16,5.46,1.67,3.8,5.0,1.56,4.42,6.39
2023-02-18,Brentford,Crystal Palace,1,1,D,0,0,D,P Tierney,12,10,5,4,10,8,2,6,2,2,0,0,1.83,3.5,4.5,1.85,3.62,4.84,1.85,3.4,4.4,1.83,3.62,4.96
2023-02-18,Aston Villa,Arsenal,2,4,A,2,1,H,S Hooper,7,20,5,5,13,4,2,9,2,1,0,0,4.5,3.6,1.5,4.54,3.8,1.85,4.33,3.6,1.8,4.24,3.63,1.95
2023-02-19,Man United,Leicester,3,0,H,1,0,H,S Attwell,26,19,8,3,9,9,6,6,0,2,0,0,1.62,4.33,5.25,1.65,4.34,5.37,1.6,4.2,5.0,1.58,4.53,5.87
2023-02-19,Tottenham,West Ham,2,0,H,0,0,D,M Oliver,16,6,6,1,16,10,4,7,2,1,0,0,1.75,3.6,4.75,1.87,3.76,4.47,1.83,3.6,4.2,1.88,3.53,4.72
2023-02-24,Fulham,Wolves,1,1,D,0,1,A,M Oliver,10,8,5,2,12,17,4,3,2,0,0,0,2.5,3.2,3.0,2.59,3.26,3.04,2.5,3.2,2.9,2.68,3.15,3.02
2023-02-25,Crystal Palace,Liverpool,0,0,D,0,0,D,D England,6,12,0,4,11,14,5,3,2,5,0,0,4.75,3.8,1.73,4.86,3.99,1.76,4.5,3.75,1.75,5.08,4.12,1.71
2023-02-25,Bournemouth,Man City,1,4,A,0,3,A,P Tierney,13,20,2,5,10,9,4,6,2,2,0,0,10.0,5.75,1.29,9.67,5.74,1.3,11.0,5.5,1.27,10.1,5.11,1.36
2023-02-25,Leicester,Arsenal,0,1,A,0,0,D,C Pawson,1,10,0,2,14,9,0,8,0,1,0,0,4.75,4.0,1.7,4.93,4.15,1.72,4.6,3.9,1.7,6.02,4.31,1.6
2023-02-25,Leeds,Southampton,1,0,H,0,0,D,P Bankes,14,8,4,2,15,13,9,2,2,4,0,0,1.95,3.5,4.0,2.02,3.62,3.97,1.95,3.5,3.8,1.96,3.78,4.03
2023-02-25,Everton,Aston Villa,0,2,A,0,0,D,A Taylor,15,9,5,5,12,12,5,1,2,1,0,0,2.5,3.2,3.0,2.59,3.25,3.05,2.5,3.2,2.9,2.61,3.15,3.12
2023-02-25,West Ham,Nott'm Forest,4,0,H,0,0,D,J Gillett,18,8,5,3,8,5,12,3,0,0,0,0,1.75,3.6,5.0,1.81,3.63,5.16,1.78,3.5,4.8,1.71,3.84,5.6
2023-02-26,Tottenham,Chelsea,2,0,H,0,0,D,S Attwell,8,10,3,2,10,10,4,4,2,3,0,0,2.55,3.25,2.9,2.59,3.36,2.96,2.5,3.2,2.88,3.04,3.33,2.54
2023-03-01,Arsenal,Everton,4,0,H,2,0,H,M Oliver,15,8,5,5,5,12,5,1,0,2,0,0,1.36,4.75,10.0,1.38,5.01,9.1,1.32,5.0,9.5,1.34,5.21,10.65
2023-03-01,Liverpool,Wolves,2,0,H,0,0,D,P Tierney,15,4,6,1,13,14,5,2,2,3,0,0,1.5,4.75,6.0,1.5,4.63,6.68,1.47,4.33,7.0,1.53,4.44,6.43
2023-03-04,Southampton,Leicester,1,0,H,1,0,H,R Jones,11,11,5,0,12,11,3,4,4,2,0,0,2.75,3.3,2.6,2.85,3.3,2.67,2.7,3.25,2.6,2.98,3.36,2.57
2023-03-04,Wolves,Tottenham,1,0,H,0,0,D,T Robinson,8,21,5,6,11,18,4,8,1,1,0,0,3.3,3.4,2.2,3.32,3.41,2.31,3.3,3.3,2.2,3.35,3.34,2.37
2023-03-04,Man City,Newcastle,2,0,H,1,0,H,S Hooper,11,5,3,2,8,13,8,4,2,4,0,0,1.45,4.5,7.0,1.52,4.6,6.5,1.44,4.4,7.0,1.51,4.55,6.65
2023-03-04,Brighton,West Ham,4,0,H,1,0,H,S Attwell,20,3,9,2,6,8,7,3,0,3,0,0,1.8,3.6,4.5,1.78,3.88,4.75,1.75,3.7,4.5,1.68,4.0,5.54
2023-03-04,Chelsea,Leeds,1,0,H,0,0,D,M Oliver,13,11,3,2,10,7,5,7,2,0,0,0,1.62,4.0,5.5,1.65,4.05,5.62,1.63,3.9,5.25,1.6,4.2,6.11
2023-03-04,Arsenal,Bournemouth,3,2,H,0,1,A,C Kavanagh,31,4,9,4,6,8,17,1,0,2,0,0,1.22,7.0,12.0,1.22,6.83,13.69,1.2,6.5,13.0,1.23,6.75,14.0
2023-03-04,Aston Villa,Crystal Palace,1,0,H,1,0,H,C Pawson,8,3,1,0,14,17,2,4,2,3,0,1,2.05,3.3,3.8,2.08,3.37,3.99,2.05,3.3,3.8,2.15,3.38,3.82
2023-03-05,Liverpool,Man United,7,0,H,1,0,H,A Madley,18,8,8,4,13,14,4,3,2,3,0,0,2.38,3.6,2.88,2.39,3.76,2.91,2.38,3.6,2.75,2.43,3.66,2.97
2023-03-05,Nott'm Forest,Everton,2,2,D,1,2,A,J Brooks,10,10,4,3,11,17,3,3,3,5,0,0,2.7,3.0,2.88,2.7,3.11,2.98,2.62,3.0,2.88,3.1,3.1,2.66
2023-03-06,Brentford,Fulham,3,2,H,1,1,D,A Taylor,14,9,6,5,12,17,2,3,0,3,0,0,1.95,3.6,3.75,2.0,3.76,3.82,2.0,3.5,3.6,2.08,3.6,3.8
2023-03-11,Bournemouth,Liverpool,1,0,H,1,0,H,J Brooks,5,15,2,6,7,9,3,8,2,1,0,0,7.5,5.0,1.4,7.07,5.07,1.44,7.0,4.6,1.42,6.98,5.15,1.45
2023-03-11,Everton,Brentford,1,0,H,1,0,H,S Hooper,13,12,6,4,11,12,5,8,2,1,0,0,2.7,3.25,2.7,2.75,3.23,2.82,2.62,3.2,2.7,2.7,3.15,2.99
2023-03-11,Leeds,Brighton,2,2,D,1,1,D,P Tierney,12,14,4,2,12,9,4,7,1,1,0,0,3.75,3.6,1.95,3.94,3.76,1.96,3.75,3.6,1.95,4.47,3.8,1.85
2023-03-11,Leicester,Chelsea,1,3,A,1,2,A,A Marriner,17,12,7,6,10,11,2,5,1,2,1,0,3.75,3.5,1.95,3.9,3.61,2.02,3.7,3.5,2.0,4.1,3.75,1.95
2023-03-11,Tottenham,Nott'm Forest,3,1,H,2,0,H,C Pawson,15,9,7,5,13,13,2,10,3,1,0,0,1.44,4.75,7.0,1.45,4.69,7.8,1.42,4.4,7.5,1.47,4.63,7.65
2023-03-11,Crystal Palace,Man City,0,1,A,0,0,D,R Jones,4,14,0,4,11,17,2,6,2,2,0,0,9.0,4.75,1.36,9.18,5.2,1.37,9.0,5.0,1.33,10.05,5.17,1.35
2023-03-12,Fulham,Arsenal,0,3,A,0,3,A,D Coote,12,15,2,7,10,9,4,8,0,1,0,0,6.0,4.0,1.57,6.02,4.23,1.59,5.8,4.0,1.57,7.83,4.9,1.43
2023-03-12,Man United,Southampton,0,0,D,0,0,D,A Taylor,10,17,4,4,12,9,7,8,2,0,0,0,1.36,5.0,9.0,1.34,5.33,10.01,1.33,5.0,9.0,1.28,6.28,10.69
2023-03-12,West Ham,Aston Villa,1,1,D,1,1,D,C Kavanagh,17,12,6,4,8,6,13,2,1,0,0,0,2.2,3.3,3.4,2.25,3.4,3.45,2.2,3.3,3.3,2.42,3.28,3.29
2023-03-12,Newcastle,Wolves,2,1,H,1,0,H,A Madley,19,7,8,4,11,10,10,3,1,2,0,0,1.65,3.75,5.5,1.68,3.88,5.55,1.67,3.7,5.25,1.66,3.96,5.91
2023-03-15,Brighton,Crystal Palace,1,0,H,1,0,H,P Bankes,11,11,5,3,13,20,1,4,1,2,0,0,1.44,4.2,8.0,1.47,4.51,7.72,1.44,4.2,7.5,1.39,5.23,9.54
2023-03-15,Southampton,Brentford,0,2,A,0,1,A,M Salisbury,7,11,1,5,14,10,3,3,1,2,0,0,2.88,3.25,2.5,3.05,3.36,2.49,2.9,3.25,2.45,3.31,3.27,2.42
2023-03-17,Nott'm Forest,Newcastle,1,2,A,1,1,D,P Tierney,5,15,3,4,17,9,3,7,5,1,0,0,5.5,3.8,1.62,5.81,3.87,1.68,5.5,3.7,1.65,5.48,3.7,1.75
2023-03-18,Aston Villa,Bournemouth,3,0,H,1,0,H,R Jones,20,10,9,3,8,13,9,6,1,4,0,0,1.7,3.8,5.0,1.74,3.88,5.11,1.7,3.75,4.8,1.74,3.95,5.13
2023-03-18,Brentford,Leicester,1,1,D,1,0,H,D Bond,11,14,2,1,10,11,8,4,1,2,1,0,1.91,3.6,3.75,1.95,3.79,3.94,1.95,3.6,3.75,1.9,3.84,4.21
2023-03-18,Southampton,Tottenham,3,3,D,0,1,A,S Hooper,19,17,7,3,13,8,10,3,1,1,0,0,4.75,3.6,1.75,4.62,3.78,1.82,4.5,3.5,1.8,4.62,3.73,1.85
2023-03-18,Wolves,Leeds,2,4,A,0,1,A,M Salisbury,23,11,8,4,15,9,5,4,3,5,1,0,2.25,3.2,3.3,2.3,3.25,3.5,2.25,3.2,3.25,2.32,3.34,3.43
2023-03-18,Chelsea,Everton,2,2,D,0,0,D,D England,20,12,7,3,8,12,8,2,2,2,0,0,1.5,4.2,7.5,1.5,4.19,7.95,1.47,4.0,7.5,1.52,4.14,7.71
2023-03-19,Arsenal,Crystal Palace,4,1,H,2,0,H,S Attwell,15,8,5,4,8,10,5,4,0,1,0,0,1.25,5.5,15.0,1.26,6.02,12.73,1.24,5.5,15.0,1.27,6.12,12.21
2023-04-01,Man City,Liverpool,4,1,H,1,1,D,S Hooper,17,4,8,1,9,12,7,1,1,1,0,0,1.62,4.2,5.0,1.66,4.22,5.26,1.62,4.0,5.25,1.67,4.25,5.3
2023-04-01,Arsenal,Leeds,4,1,H,1,0,H,D England,13,7,6,5,11,13,4,3,0,2,0,0,1.29,6.0,9.0,1.29,5.97,10.92,1.27,5.5,11.0,1.27,6.75,10.5
2023-04-01,Bournemouth,Fulham,2,1,H,0,1,A,P Bankes,12,10,7,2,15,13,4,3,1,4,0,0,2.55,3.3,2.8,2.56,3.44,2.89,2.55,3.25,2.75,2.61,3.32,2.97
2023-04-01,Brighton,Brentford,3,3,D,2,2,D,M Oliver,33,7,15,5,16,10,14,0,2,1,0,0,1.67,4.0,5.0,1.67,4.18,5.16,1.65,3.9,5.0,1.64,4.34,5.57
2023-04-01,Crystal Palace,Leicester,2,1,H,0,0,D,T Robinson,31,3,9,2,12,16,10,1,3,4,0,0,2.5,3.25,2.9,2.56,3.28,3.02,2.5,3.2,2.88,2.37,3.39,3.27
2023-04-01,Chelsea,Aston Villa,0,2,A,0,1,A,A Madley,27,5,8,2,14,16,13,2,3,3,0,0,1.67,3.8,5.25,1.69,3.83,5.57,1.67,3.7,5.25,1.63,4.09,6.06
2023-04-01,Nott'm Forest,Wolves,1,1,D,1,0,H,C Kavanagh,17,8,7,1,14,13,4,3,3,5,0,0,3.0,3.1,2.55,3.01,3.16,2.64,2.88,3.1,2.55,3.44,3.16,2.41
2023-04-02,West Ham,Southampton,1,0,H,1,0,H,P Tierney,12,9,2,3,10,11,5,3,0,2,0,0,1.73,3.6,5.0,1.77,3.89,4.82,1.73,3.6,5.0,1.77,3.8,4.94
2023-04-02,Newcastle,Man United,2,0,H,0,0,D,S Attwell,22,6,6,1,8,12,7,4,0,0,0,0,2.4,3.4,2.9,2.4,3.55,3.03,2.38,3.4,2.88,2.32,3.63,3.17
2023-04-03,Everton,Tottenham,1,1,D,0,0,D,D Coote,15,8,6,2,10,14,3,3,0,3,1,1,3.4,3.3,2.2,3.44,3.45,2.24,3.5,3.2,2.15,3.97,3.51,2.06
2023-04-04,Bournemouth,Brighton,0,2,A,0,1,A,D Bond,14,16,3,6,11,5,5,5,1,1,0,0,6.0,4.2,1.53,6.16,4.37,1.58,6.0,4.0,1.55,5.99,4.37,1.59
2023-04-04,Leeds,Nott'm Forest,2,1,H,2,1,H,R Jones,21,13,6,1,11,13,11,4,1,4,0,0,1.7,3.75,5.0,1.72,3.97,5.23,1.73,3.6,5.0,1.72,3.94,5.22
2023-04-04,Leicester,Aston Villa,1,2,A,1,1,D,G Scott,9,15,4,5,10,14,4,8,2,0,1,0,2.55,3.3,2.75,2.68,3.4,2.82,2.45,3.4,2.8,2.74,3.5,2.7
2023-04-04,Chelsea,Liverpool,0,0,D,0,0,D,A Taylor,12,7,3,4,6,17,3,5,1,4,0,0,2.2,3.4,3.25,2.26,3.51,3.4,2.25,3.3,3.2,2.23,3.47,3.5
2023-04-05,West Ham,Newcastle,1,5,A,1,2,A,C Pawson,7,15,2,8,11,12,7,6,2,1,0,0,3.6,3.25,2.15,3.63,3.46,2.15,3.5,3.3,2.15,3.49,3.33,2.3
2023-04-05,Man United,Brentford,1,0,H,1,0,H,J Brooks,18,6,3,1,8,13,12,3,3,2,0,0,1.65,4.0,5.0,1.67,4.23,5.09,1.63,4.0,5.0,1.65,4.31,5.48
2023-04-08,Wolves,Chelsea,1,0,H,1,0,H,P Bankes,9,13,4,1,14,10,8,8,2,5,0,0,4.2,3.5,1.91,4.28,3.58,1.93,4.2,3.3,1.95,5.08,3.7,1.79
2023-04-08,Tottenham,Brighton,2,1,H,1,1,D,S Attwell,9,17,3,4,15,15,3,7,3,1,0,0,2.55,3.5,2.7,2.58,3.68,2.72,2.5,3.5,2.7,2.83,3.51,2.61
2023-04-08,Leicester,Bournemouth,0,1,A,0,1,A,D Coote,14,19,4,7,10,13,6,6,0,3,0,0,1.83,3.75,4.2,1.91,3.76,4.18,1.83,3.6,4.2,2.12,3.51,3.75
2023-04-08,Fulham,West Ham,0,1,A,0,1,A,J Gillett,16,9,3,5,10,12,11,4,1,1,0,0,2.8,3.25,2.63,2.81,3.33,2.69,2.75,3.2,2.62,2.89,3.29,2.69
2023-04-08,Man United,Everton,2,0,H,1,0,H,M Oliver,29,15,11,1,10,9,10,4,0,0,0,0,1.5,4.33,6.5,1.52,4.42,6.88,1.47,4.2,7.0,1.61,4.2,6.0
2023-04-08,Aston Villa,Nott'm Forest,2,0,H,0,0,D,A Taylor,8,6,3,2,7,17,1,8,3,4,0,0,1.6,4.2,5.25,1.64,4.16,5.5,1.6,3.8,5.8,1.6,4.25,6.12
2023-04-08,Southampton,Man City,1,4,A,0,1,A,R Jones,4,13,1,8,6,10,0,10,0,2,0,0,11.0,6.0,1.25,12.65,6.46,1.24,13.0,5.8,1.24,12.0,6.4,1.26
2023-04-08,Brentford,Newcastle,1,2,A,1,0,H,C Kavanagh,12,10,6,4,10,15,6,5,0,0,0,0,3.6,3.4,2.05,3.58,3.58,2.13,3.7,3.3,2.05,4.28,3.58,1.96
2023-04-09,Liverpool,Arsenal,2,2,D,1,2,A,P Tierney,21,9,6,5,11,11,5,4,4,4,0,0,2.88,3.6,2.38,2.82,3.81,2.44,2.7,3.6,2.4,2.8,3.71,2.51
2023-04-09,Leeds,Crystal Palace,1,5,A,1,1,D,S Hooper,11,16,7,8,11,8,2,4,3,1,0,0,2.1,3.4,3.6,2.14,3.48,3.67,2.1,3.25,3.6,2.09,3.53,3.82
2023-04-15,Chelsea,Brighton,1,2,A,1,1,D,R Jones,8,26,2,10,11,11,2,8,2,2,0,0,2.63,3.4,2.63,2.67,3.52,2.72,2.62,3.3,2.62,3.12,3.42,2.45
2023-04-15,Aston Villa,Newcastle,3,0,H,1,0,H,J Brooks,16,8,6,2,13,15,7,2,1,1,0,0,3.6,3.4,2.05,3.71,3.47,2.13,3.6,3.3,2.1,3.71,3.48,2.15
2023-04-15,Everton,Fulham,1,3,A,1,1,D,A Taylor,15,21,7,7,10,6,4,8,3,2,0,0,2.05,3.4,3.7,2.08,3.48,3.85,2.05,3.25,3.8,2.26,3.36,3.55
2023-04-15,Tottenham,Bournemouth,2,3,A,1,1,D,A Madley,24,6,8,6,8,9,8,1,1,2,0,0,1.45,4.5,7.0,1.49,4.68,6.8,1.47,4.33,7.0,1.52,4.52,6.6
2023-04-15,Wolves,Brentford,2,0,H,1,0,H,P Tierney,11,10,9,3,12,8,5,2,1,1,0,0,2.45,3.1,3.0,2.57,3.26,3.01,2.45,3.1,3.0,2.9,3.19,2.75
2023-04-15,Man City,Leicester,3,1,H,3,0,H,D England,12,10,4,4,8,8,6,2,1,1,0,0,1.14,8.5,15.0,1.16,8.82,16.85,1.14,7.5,19.0,1.13,10.25,19.5
2023-04-15,Southampton,Crystal Palace,0,2,A,0,0,D,M Oliver,11,9,4,2,6,13,6,2,3,1,0,0,2.8,3.1,2.7,2.88,3.19,2.73,2.75,3.2,2.6,2.93,3.17,2.75
2023-04-16,West Ham,Arsenal,2,2,D,1,2,A,D Coote,16,11,3,5,11,8,7,2,1,2,0,0,6.0,4.2,1.55,6.14,4.29,1.57,5.8,4.0,1.57,5.72,4.3,1.61
2023-04-16,Nott'm Forest,Man United,0,2,A,0,1,A,S Hooper,6,22,0,8,9,9,4,9,2,2,0,0,5.5,4.0,1.62,5.07,4.01,1.71,5.0,3.8,1.67,5.14,4.06,1.7
2023-04-17,Burnley,Man United,0,2,A,0,2,A,A Taylor,8,12,0,6,17,16,3,3,2,1,0,0,5.75,4.0,1.67,5.95,3.93,1.68,6.0,3.2,1.7,5.64,3.51,1.79
2023-04-17,Leeds,Liverpool,1,6,A,0,2,A,C Pawson,13,13,3,7,6,12,4,2,0,1,0,0,4.2,4.2,1.73,4.39,4.42,1.74,4.33,4.0,1.73,4.48,4.44,1.73
2023-04-17,Liverpool,Crystal Palace,1,2,A,1,1,D,A Marriner,14,7,1,3,8,10,4,3,1,2,0,0,1.5,4.75,7.0,1.5,4.91,6.63,1.5,4.0,7.0,1.5,4.5,7.6
2023-04-21,Arsenal,Southampton,3,3,D,1,2,A,S Hooper,25,8,6,6,10,14,7,2,1,5,0,0,1.2,7.0,13.0,1.21,7.62,14.32,1.18,7.0,15.0,1.22,7.26,14.16
2023-04-22,Liverpool,Nott'm Forest,3,2,H,0,0,D,M Oliver,18,11,6,5,9,12,9,3,0,1,0,0,1.17,7.5,17.0,1.19,7.71,15.51,1.17,7.0,17.0,1.17,8.5,16.5
2023-04-22,Leicester,Wolves,2,1,H,1,1,D,A Madley,15,16,8,3,17,16,1,7,1,3,0,0,2.38,3.3,3.0,2.46,3.31,3.14,2.4,3.2,3.0,2.45,3.4,3.13
2023-04-22,Brentford,Aston Villa,1,1,D,0,0,D,M Salisbury,6,14,5,2,12,8,8,4,3,2,0,0,2.5,3.25,2.88,2.55,3.51,2.85,2.5,3.3,2.8,2.72,3.33,2.83
2023-04-22,Fulham,Leeds,2,1,H,0,0,D,P Bankes,12,10,5,2,10,15,8,6,1,4,0,0,2.3,3.4,3.1,2.44,3.47,3.03,2.35,3.4,2.9,2.39,3.48,3.11
2023-04-22,Crystal Palace,Everton,0,0,D,0,0,D,J Brooks,12,10,2,5,12,14,8,1,1,1,0,1,2.05,3.2,3.75,2.15,3.28,3.87,2.1,3.2,3.75,1.98,3.4,4.48
2023-04-23,Bournemouth,West Ham,0,4,A,0,3,A,A Taylor,17,18,5,10,7,8,8,5,1,2,0,0,2.88,3.2,2.55,2.85,3.3,2.68,2.8,3.2,2.55,3.03,3.34,2.55
2023-04-23,Newcastle,Tottenham,6,1,H,5,0,H,D Coote,25,11,8,3,7,13,9,3,0,3,0,0,1.83,3.75,4.2,1.84,3.94,4.31,1.85,3.7,4.0,1.93,3.82,4.11
2023-04-25,Aston Villa,Fulham,1,0,H,1,0,H,T Bramall,14,1,3,0,6,18,8,2,3,2,0,0,1.75,4.0,4.2,1.8,3.99,4.45,1.8,3.6,4.4,1.77,3.84,4.99
2023-04-25,Wolves,Crystal Palace,2,0,H,1,0,H,R Jones,9,14,3,4,13,14,6,11,5,4,0,0,2.45,3.2,3.0,2.56,3.15,3.13,2.5,3.0,3.1,2.34,3.05,3.82
2023-04-25,Leeds,Leicester,1,1,D,1,0,H,P Tierney,13,15,3,3,14,15,3,6,4,2,0,0,2.3,3.5,3.0,2.39,3.59,3.02,2.35,3.4,2.9,2.42,3.6,3.02
2023-04-26,Man City,Arsenal,4,1,H,2,0,H,M Oliver,14,8,9,2,13,13,1,3,3,1,0,0,1.55,4.5,5.25,1.57,4.52,5.71,1.52,4.33,5.8,1.68,4.17,5.2
2023-04-26,Nott'm Forest,Brighton,3,1,H,1,1,D,J Gillett,12,17,5,7,7,8,2,7,2,0,0,0,6.0,4.2,1.53,6.12,4.42,1.56,6.0,4.2,1.52,5.83,4.37,1.59
2023-04-26,Chelsea,Brentford,0,2,A,0,1,A,A Madley,15,7,4,1,5,13,5,2,1,2,0,0,1.7,4.0,4.75,1.73,3.93,5.06,1.67,3.8,5.0,1.88,3.69,4.55
2023-04-26,West Ham,Liverpool,1,2,A,1,1,D,C Kavanagh,7,20,2,4,6,8,3,6,0,0,0,0,3.9,3.9,1.85,4.07,3.97,1.88,3.9,3.7,1.88,3.64,3.89,2.04
2023-04-27,Everton,Newcastle,1,4,A,0,1,A,A Marriner,13,15,5,8,8,6,3,14,2,1,0,0,4.75,3.6,1.73,5.03,3.83,1.75,4.75,3.5,1.78,4.71,3.73,1.84
2023-04-27,Tottenham,Man United,2,2,D,0,2,A,A Taylor,18,17,7,8,8,7,6,8,1,2,0,0,2.8,3.6,2.4,2.81,3.72,2.48,2.8,3.5,2.38,2.95,3.91,2.34
2023-04-27,Southampton,Bournemouth,0,1,A,0,0,D,D England,11,16,2,2,9,11,6,4,0,3,0,0,2.25,3.4,3.2,2.34,3.49,3.19,2.25,3.3,3.2,2.62,3.26,3.0
2023-04-29,Crystal Palace,West Ham,4,3,H,3,2,H,C Pawson,16,8,6,4,9,17,8,5,1,2,0,0,2.63,3.25,2.75,2.73,3.24,2.83,2.7,3.1,2.7,2.56,3.26,3.08
2023-04-29,Brentford,Nott'm Forest,2,1,H,0,1,A,P Bankes,14,5,8,3,6,13,6,0,1,2,0,0,1.65,3.8,5.5,1.68,3.92,5.54,1.65,3.7,5.5,1.77,3.8,5.02
2023-04-29,Brighton,Wolves,6,0,H,4,0,H,D Coote,22,10,8,2,14,11,2,5,1,1,0,0,1.5,4.33,6.5,1.51,4.48,6.75,1.47,4.2,7.0,1.64,4.17,5.66
