Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA,GoalDiff_HT,GoalDiff_FT,TotalHomeShots,TotalAwayShots,HomeTeam_ID,AwayTeam_ID
2018,Leicester,Bournemouth,1,1,D,0,1,A,L Probert,23,8,4,3,11,7,13,1,2,1,0,0,1.85,3.75,4.5,1.88,3.72,4.57,1.85,3.6,4.5,1.9,3.6,4.62,-1,0,27,11,3,0
2018,Liverpool,Newcastle,2,0,H,1,0,H,G Scott,14,7,3,2,7,9,8,3,0,0,0,0,1.22,7.0,15.0,1.22,7.6,14.1,1.22,6.5,15.0,1.2,7.8,16.0,1,2,17,9,19,7
2018,Southampton,Stoke,0,0,D,0,0,D,A Taylor,18,12,6,3,8,13,15,4,0,1,0,0,1.75,3.75,5.25,1.76,3.71,5.48,1.75,3.5,5.5,1.72,3.82,5.61,0,0,24,15,11,8
2018,Swansea,West Ham,4,1,H,2,0,H,M Atkinson,9,7,8,2,9,14,4,5,0,3,0,0,2.6,3.25,3.0,2.65,3.19,3.03,2.6,3.1,3.0,2.62,3.09,3.17,2,3,17,9,13,16
2018,Tottenham,Huddersfield,2,0,H,1,0,H,K Friend,15,3,7,3,6,8,8,1,1,1,0,0,1.19,7.5,17.0,1.19,8.05,18.5,1.2,7.0,17.0,1.17,7.75,24.5,1,2,22,6,14,24
2018,Watford,West Brom,1,0,H,0,0,D,P Tierney,15,9,4,2,11,12,4,6,2,0,0,0,2.14,3.29,3.89,2.2,3.3,3.8,2.15,3.25,3.8,2.41,3.18,3.43,0,1,19,11,15,9
2018,Brighton,Arsenal,2,1,H,2,1,H,S Attwell,13,15,6,7,13,12,6,11,3,3,0,0,4.2,3.79,1.9,4.04,3.7,1.99,4.0,3.75,1.91,4.25,3.7,1.94,1,1,19,22,23,6
2018,Man City,Chelsea,1,0,H,0,0,D,M Oliver,13,3,3,0,8,9,5,2,2,1,0,0,1.61,4.2,6.0,1.6,4.35,6.07,1.62,4.0,6.0,1.51,4.85,6.5,0,1,16,3,18,1
2018,Crystal Palace,Man United,2,3,A,1,0,H,N Swarbrick,10,17,4,8,10,8,3,7,1,3,0,0,7.0,4.0,1.57,6.63,4.24,1.58,6.5,4.0,1.57,7.85,4.7,1.47,1,-1,14,25,17,4
2018,Chelsea,Crystal Palace,2,1,H,2,0,H,A Taylor,27,9,11,2,8,9,12,3,1,2,0,0,1.3,5.75,12.0,1.3,6.0,11.65,1.3,5.5,11.0,1.29,5.85,13.0,2,1,38,11,1,17
2018,Everton,Brighton,2,0,H,0,0,D,R East,13,10,3,4,10,14,10,3,0,1,0,1,2.2,3.2,3.89,2.22,3.24,3.83,2.2,3.1,3.75,2.25,3.32,3.64,0,2,16,14,2,23
2018,Huddersfield,Swansea,0,0,D,0,0,D,M Oliver,30,0,4,0,9,9,12,0,2,3,0,1,2.54,3.1,3.2,2.52,3.07,3.37,2.5,3.1,3.1,2.57,3.04,3.31,0,0,34,0,24,13
2018,Man United,Liverpool,2,1,H,2,0,H,C Pawson,5,14,2,2,10,16,1,13,2,1,0,0,2.75,3.39,2.75,2.79,3.34,2.76,2.75,3.3,2.8,3.2,3.26,2.49,2,1,7,16,4,19
2018,Newcastle,Southampton,3,0,H,2,0,H,A Marriner,7,6,5,2,10,10,2,6,0,2,0,0,2.79,3.2,2.79,2.8,3.16,2.88,2.8,3.1,2.8,2.63,3.2,3.05,2,3,12,8,7,11
2018,West Brom,Leicester,1,4,A,1,1,D,R Madley,6,14,2,6,6,7,7,6,1,3,0,0,3.0,3.25,2.6,3.07,3.28,2.57,3.0,3.1,2.6,3.39,3.44,2.3,0,-3,8,20,9,3
2018,West Ham,Burnley,0,3,A,0,0,D,L Mason,13,7,4,4,13,7,5,1,2,2,0,0,2.29,3.2,3.6,2.32,3.21,3.6,2.3,3.1,3.6,2.25,3.16,3.85,0,-3,17,11,16,20
2018,Arsenal,Watford,3,0,H,1,0,H,M Atkinson,11,11,7,4,12,9,4,9,2,1,0,0,1.44,5.0,7.5,1.48,4.81,7.4,1.5,4.33,7.0,1.52,4.55,7.0,1,3,18,15,6,15
2018,Bournemouth,Tottenham,1,4,A,1,1,D,M Dean,14,12,3,8,10,7,4,5,1,1,0,0,6.5,4.5,1.55,6.49,4.66,1.53,6.0,4.5,1.53,7.75,5.0,1.44,0,-3,17,20,0,14
2018,Stoke,Man City,0,2,A,0,1,A,J Moss,3,17,0,6,6,8,3,10,1,0,0,0,15.0,6.5,1.25,13.25,6.89,1.25,13.0,6.0,1.25,13.75,6.95,1.24,-1,-2,3,23,8,18
2018,Bournemouth,West Brom,2,1,H,0,0,D,G Scott,17,11,5,6,6,9,3,2,1,2,0,0,1.83,3.6,5.0,1.85,3.6,4.94,1.83,3.5,4.33,1.8,3.84,4.9,0,1,22,17,0,9
2018,Huddersfield,Crystal Palace,0,2,A,0,1,A,M Dean,6,17,2,6,11,12,4,7,3,2,0,0,3.0,3.1,2.7,2.94,3.2,2.72,2.8,3.1,2.62,2.79,3.18,2.88,-1,-2,8,23,24,17
2018,Liverpool,Watford,5,0,H,2,0,H,A Taylor,13,4,10,1,5,4,6,1,1,0,0,0,1.19,8.0,15.0,1.2,7.85,15.95,1.2,6.5,13.0,1.17,9.0,18.45,2,5,23,5,19,15
2018,Stoke,Everton,1,2,A,0,0,D,M Atkinson,9,17,4,9,13,12,1,9,1,1,1,0,2.5,3.29,3.1,2.49,3.29,3.18,2.4,3.2,3.0,2.78,3.31,2.78,0,-1,13,26,8,2
2018,Brighton,Leicester,0,2,A,0,0,D,C Kavanagh,15,6,3,4,11,13,6,1,2,4,0,1,2.7,3.2,2.62,2.82,3.2,2.84,2.8,3.1,2.62,2.7,3.34,2.85,0,-2,18,10,23,3
2018,Crystal Palace,Liverpool,1,2,A,1,0,H,N Swarbrick,6,16,3,6,6,8,4,6,2,2,0,0,7.0,4.33,1.44,6.65,4.54,1.54,6.0,4.33,1.5,7.0,4.7,1.51,1,-1,9,22,17,19
2018,Everton,Man City,1,3,A,0,3,A,P Tierney,6,18,2,4,10,8,2,11,0,0,0,0,9.0,5.0,1.33,10.3,5.47,1.35,8.5,4.8,1.33,10.55,5.63,1.34,-3,-2,8,22,2,18
2018,Man United,Swansea,2,0,H,2,0,H,R Madley,11,3,5,2,5,13,3,3,0,0,0,0,1.25,6.0,10.0,1.24,7.02,14.56,1.22,6.0,13.0,1.23,6.95,16.0,2,2,16,5,4,13
2018,Newcastle,Huddersfield,1,0,H,0,0,D,M Atkinson,18,4,3,0,9,10,3,3,1,4,0,0,1.75,3.39,5.0,1.78,3.62,5.55,1.75,3.4,5.0,1.78,3.63,5.45,0,1,21,4,7,24
2018,Watford,Bournemouth,2,2,D,1,1,D,A Marriner,16,13,5,6,16,6,7,4,4,0,0,0,2.29,3.29,3.1,2.35,3.47,3.26,2.3,3.4,3.0,2.22,3.48,3.53,0,0,21,19,15,0
2018,West Brom,Burnley,1,2,A,0,1,A,L Probert,8,11,3,4,12,9,1,6,1,3,0,0,2.5,3.0,3.1,2.67,3.07,3.13,2.62,3.0,2.9,2.62,3.1,3.16,-1,-1,11,15,9,20
2018,West Ham,Southampton,3,0,H,3,0,H,J Moss,13,9,5,0,9,16,5,9,0,3,0,0,2.7,3.25,2.6,2.97,3.25,2.66,2.88,3.1,2.6,2.91,3.26,2.71,3,3,18,9,16,11
2018,Arsenal,Stoke,3,0,H,0,0,D,C Pawson,24,8,11,2,9,13,6,5,1,2,0,0,1.28,5.5,10.0,1.31,6.1,10.47,1.3,5.5,10.0,1.31,6.05,11.0,0,3,35,10,6,8
2018,Chelsea,Tottenham,1,3,A,1,1,D,A Marriner,14,12,4,7,4,11,5,5,0,1,0,0,2.29,3.29,3.1,2.43,3.4,3.18,2.3,3.2,3.1,2.3,3.43,3.4,0,-2,18,19,1,14
2018,Bournemouth,Crystal Palace,2,2,D,0,0,D,J Moss,20,13,5,6,8,9,11,3,2,2,0,0,2.5,3.39,3.0,2.48,3.47,3.04,2.5,3.25,3.0,2.67,3.54,2.76,0,0,25,19,0,17
2018,Brighton,Huddersfield,1,1,D,1,1,D,A Taylor,13,14,4,5,13,7,5,3,1,0,1,0,1.85,3.5,5.0,1.88,3.48,4.95,1.85,3.3,5.0,1.76,3.7,5.46,0,0,17,19,23,24
2018,Everton,Liverpool,0,0,D,0,0,D,M Oliver,6,10,1,3,12,7,3,2,0,0,0,0,4.2,3.75,1.9,4.25,3.71,1.94,4.2,3.6,1.91,3.78,3.39,2.17,0,0,7,13,2,19
2018,Leicester,Newcastle,1,2,A,0,1,A,S Attwell,8,8,1,4,7,14,7,5,1,3,0,0,1.95,3.6,4.2,1.97,3.54,4.32,1.95,3.4,4.33,1.86,3.58,4.89,-1,-1,9,12,3,7
2018,Man City,Man United,2,3,A,2,0,H,M Atkinson,20,5,6,4,17,9,8,4,6,3,0,0,1.89,3.79,4.2,1.88,3.85,4.37,1.85,3.6,4.33,1.86,3.72,4.66,2,-1,26,9,18,4
2018,Stoke,Tottenham,1,2,A,0,0,D,G Scott,10,15,4,4,19,8,6,3,4,3,0,0,11.0,5.5,1.33,11.07,5.54,1.34,11.0,5.0,1.33,11.3,6.15,1.3,0,-1,14,19,8,14
2018,Watford,Burnley,1,2,A,0,0,D,P Tierney,14,7,5,4,18,12,11,1,2,2,0,0,2.39,3.2,3.39,2.32,3.05,3.49,2.38,3.1,3.3,2.33,3.23,3.55,0,-1,19,11,15,20
2018,West Brom,Swansea,1,1,D,0,0,D,R East,15,7,3,1,15,5,5,1,3,2,0,0,2.37,3.2,3.39,2.35,3.25,3.49,2.4,3.1,3.3,2.53,3.15,3.25,0,0,18,8,9,13
2018,Arsenal,Southampton,3,2,H,2,1,H,A Marriner,13,15,7,8,11,7,8,6,2,1,1,1,1.57,4.5,6.0,1.56,4.45,6.44,1.57,4.2,6.0,1.79,3.82,4.97,1,1,20,23,6,11
2018,Chelsea,West Ham,1,1,D,1,0,H,K Friend,23,5,6,2,7,11,10,6,0,1,0,0,1.28,6.0,12.0,1.28,6.34,11.91,1.29,5.5,12.0,1.31,5.85,11.4,1,0,29,7,1,16
2018,Burnley,Leicester,2,1,H,2,0,H,M Atkinson,8,15,3,6,9,10,4,8,2,1,0,0,2.62,3.2,3.0,2.67,3.19,3.01,2.7,3.1,2.88,2.63,3.2,3.05,2,1,11,21,20,3
2018,Crystal Palace,Brighton,3,2,H,3,2,H,A Marriner,15,12,8,3,12,16,5,6,3,2,0,0,1.9,3.5,4.75,1.91,3.56,4.64,1.91,3.2,4.8,1.89,3.51,4.82,1,1,23,15,17,23
2018,Huddersfield,Watford,1,0,H,0,0,D,C Pawson,9,4,1,2,9,8,9,6,2,2,0,0,2.62,3.25,3.0,2.72,3.14,2.9,2.62,3.1,2.9,2.57,3.18,3.15,0,1,10,6,24,15
2018,Liverpool,Bournemouth,3,0,H,1,0,H,C Kavanagh,20,6,7,1,9,9,7,5,1,1,0,0,1.25,7.0,12.0,1.25,7.15,12.89,1.25,6.0,13.0,1.24,7.3,13.5,1,3,27,7,19,0
2018,Southampton,Chelsea,2,3,A,1,0,H,M Dean,10,17,7,5,13,14,4,7,5,3,0,0,4.5,3.75,1.85,4.48,3.74,1.88,4.5,3.6,1.83,4.81,3.85,1.81,1,-1,17,22,11,1
2018,Swansea,Everton,1,1,D,0,1,A,L Mason,17,12,7,3,10,11,6,3,1,1,0,0,2.54,3.25,3.1,2.61,3.13,3.15,2.5,3.1,3.1,2.77,3.17,2.9,-1,0,24,15,13,2
2018,Tottenham,Man City,1,3,A,1,2,A,J Moss,8,17,3,6,11,12,5,7,3,4,0,0,2.62,3.6,2.7,2.7,3.61,2.68,2.7,3.3,2.7,2.8,3.66,2.56,-1,-2,11,23,14,18
2018,Man United,West Brom,0,1,A,0,0,D,P Tierney,14,10,4,4,8,13,4,4,1,1,0,0,1.18,8.0,19.0,1.22,7.05,17.85,1.17,7.5,19.0,1.2,7.4,18.0,0,-1,18,14,4,9
2018,Newcastle,Arsenal,2,1,H,1,1,D,A Taylor,8,15,4,3,11,9,2,5,1,0,0,0,3.29,3.6,2.25,3.27,3.65,2.27,3.3,3.5,2.2,2.9,3.55,2.54,0,1,12,18,7,6
2018,West Ham,Stoke,1,1,D,0,0,D,M Oliver,18,11,6,7,15,21,10,1,2,3,0,0,2.0,3.6,4.0,2.01,3.52,4.19,2.0,3.3,4.2,2.01,3.51,4.2,0,0,24,18,16,8
2018,Brighton,Tottenham,1,1,D,0,0,D,K Friend,8,16,5,6,6,5,3,4,1,0,0,0,6.5,4.33,1.55,6.56,4.35,1.57,6.5,4.33,1.53,6.59,4.35,1.56,0,0,13,22,23,14
2018,Bournemouth,Man United,0,2,A,0,1,A,G Scott,13,13,2,4,9,8,8,5,3,1,0,0,5.0,3.89,1.75,4.99,4.07,1.74,4.8,3.8,1.75,4.65,3.85,1.83,-1,-2,15,17,0,4
2018,Burnley,Chelsea,1,2,A,0,1,A,R Madley,5,16,2,5,9,11,3,2,1,0,0,0,4.0,3.39,1.9,4.64,3.55,1.91,4.33,3.4,1.91,4.58,3.59,1.91,-1,-1,7,21,20,1
2018,Leicester,Southampton,0,0,D,0,0,D,R East,11,6,3,2,10,10,11,3,0,0,0,0,2.25,3.29,3.2,2.42,3.53,3.08,2.38,3.5,3.0,2.42,3.45,3.15,0,0,14,8,3,11
2018,Watford,Crystal Palace,0,0,D,0,0,D,C Kavanagh,14,6,4,1,17,13,4,3,3,5,0,0,2.89,3.39,2.54,2.96,3.44,2.55,2.88,3.25,2.6,3.1,3.35,2.5,0,0,18,7,15,17
2018,West Brom,Liverpool,2,2,D,0,1,A,S Attwell,13,9,6,3,12,5,7,4,0,1,0,0,7.5,4.5,1.5,7.57,4.45,1.51,6.5,4.2,1.53,6.55,4.13,1.6,-1,0,19,12,9,19
2018,Arsenal,West Ham,4,1,H,0,0,D,L Mason,20,11,8,4,11,9,8,6,3,2,0,0,1.55,4.59,6.0,1.55,4.65,6.28,1.57,4.5,5.5,1.53,4.55,6.88,0,3,28,15,6,16
2018,Man City,Swansea,5,0,H,2,0,H,C Pawson,19,4,12,1,6,8,5,1,0,1,0,0,1.14,9.0,23.0,1.14,9.66,23.8,1.14,8.5,21.0,1.13,10.25,19.5,2,5,31,5,18,13
2018,Stoke,Burnley,1,1,D,1,0,H,M Dean,8,16,3,7,15,5,3,8,2,1,0,0,2.29,3.29,3.5,2.27,3.29,3.65,2.38,3.2,3.25,2.22,3.46,3.56,1,0,11,23,8,20
2018,Everton,Newcastle,1,0,H,0,0,D,R Madley,9,9,1,2,10,11,4,6,2,1,0,0,2.29,3.39,3.39,2.31,3.35,3.46,2.3,3.2,3.2,2.18,3.35,3.8,0,1,10,11,2,7
2018,Burnley,Brighton,0,0,D,0,0,D,R East,10,9,4,1,5,17,3,4,0,2,0,0,2.25,3.2,3.7,2.28,3.2,3.71,2.2,3.1,3.75,2.32,3.18,3.63,0,0,14,10,20,23
2018,Crystal Palace,Leicester,5,0,H,2,0,H,M Dean,15,6,9,1,11,9,8,2,1,1,0,1,2.04,3.6,3.79,2.08,3.57,3.85,2.1,3.3,3.75,2.1,3.53,3.83,2,5,24,7,17,3
2018,Huddersfield,Everton,0,2,A,0,1,A,L Probert,9,7,2,5,9,8,4,3,1,0,0,0,2.62,3.1,3.1,2.63,3.1,3.15,2.62,3.1,2.9,2.77,3.06,3.01,-1,-2,11,12,24,2
2018,Liverpool,Stoke,0,0,D,0,0,D,A Marriner,20,5,2,1,7,14,9,2,1,2,0,0,1.33,5.75,10.0,1.32,5.85,10.1,1.33,5.0,10.0,1.29,6.0,11.5,0,0,22,6,19,8
2018,Newcastle,West Brom,0,1,A,0,1,A,D Coote,17,9,2,2,8,13,5,1,1,3,0,0,1.85,3.6,4.75,1.93,3.47,4.69,1.91,3.4,4.5,1.97,3.38,4.61,-1,-1,19,11,7,9
2018,Southampton,Bournemouth,2,1,H,1,1,D,A Taylor,14,14,6,7,12,11,5,8,5,1,0,0,1.72,4.0,5.0,1.71,4.11,5.15,1.73,3.75,5.0,1.68,4.16,5.34,0,1,20,21,11,0
2018,Swansea,Chelsea,0,1,A,0,1,A,J Moss,10,11,3,3,13,9,1,2,1,1,0,0,7.0,4.33,1.53,7.49,4.5,1.51,7.0,4.0,1.53,7.8,4.85,1.44,-1,-1,13,14,13,1
2018,Man United,Arsenal,2,1,H,1,0,H,K Friend,17,8,3,3,12,7,9,0,0,1,0,0,1.44,4.75,8.0,1.45,4.83,8.14,1.44,4.33,8.0,1.41,5.3,7.9,1,1,20,11,4,6
2018,West Ham,Man City,1,4,A,1,2,A,N Swarbrick,4,19,1,7,5,11,0,7,0,1,0,0,10.0,5.75,1.33,11.03,5.72,1.32,11.0,5.0,1.33,10.0,5.7,1.33,-1,-3,5,26,16,18
2018,Tottenham,Watford,2,0,H,1,0,H,M Oliver,13,13,3,5,11,10,4,0,1,0,0,0,1.16,8.5,21.0,1.16,8.65,21.0,1.17,7.0,21.0,1.17,8.7,17.5,1,2,16,18,14,15
2018,Brighton,Man United,1,0,H,0,0,D,C Pawson,11,16,4,3,5,3,5,6,2,0,0,0,4.75,3.6,1.85,4.8,3.59,1.88,4.75,3.5,1.83,5.2,3.43,1.86,0,1,15,19,23,4
2018,Bournemouth,Swansea,1,0,H,1,0,H,K Friend,13,12,5,3,10,10,11,6,1,4,0,0,2.1,3.6,3.7,2.11,3.62,3.69,2.1,3.4,3.6,2.01,3.66,4.0,1,1,18,15,0,13
2018,Everton,Southampton,1,1,D,0,0,D,J Moss,9,11,3,5,14,12,3,4,2,4,0,1,2.89,3.29,2.62,2.9,3.35,2.66,2.88,3.2,2.62,2.84,3.34,2.71,0,0,12,16,2,11
2018,Leicester,West Ham,0,2,A,0,1,A,C Kavanagh,13,13,2,3,8,9,8,3,1,2,0,0,2.25,3.5,3.39,2.28,3.41,3.48,2.3,3.25,3.3,2.21,3.56,3.48,-1,-2,15,16,3,16
2018,Stoke,Crystal Palace,1,2,A,1,0,H,M Atkinson,7,13,2,2,18,12,1,7,5,2,0,0,2.7,3.39,2.79,2.74,3.4,2.77,2.7,3.2,2.8,2.58,3.51,2.87,1,-1,9,15,8,17
2018,Watford,Newcastle,2,1,H,2,0,H,R East,11,9,8,1,9,11,2,5,2,1,0,0,2.37,3.39,3.2,2.41,3.39,3.22,2.4,3.2,3.2,2.18,3.33,3.82,2,1,19,10,15,7
2018,West Brom,Tottenham,1,0,H,0,0,D,M Jones,9,18,1,5,13,12,5,9,4,1,0,0,8.0,4.75,1.44,7.56,4.82,1.46,8.5,4.8,1.4,7.95,4.55,1.47,0,1,10,23,9,14
2018,Arsenal,Burnley,5,0,H,2,0,H,A Marriner,16,6,8,2,6,7,4,5,0,1,0,0,1.57,4.2,6.5,1.57,4.35,6.47,1.57,3.75,7.0,1.47,4.79,7.45,2,5,24,8,6,20
2018,Chelsea,Liverpool,1,0,H,1,0,H,A Taylor,12,10,4,5,12,9,3,1,3,2,0,0,2.25,3.6,3.29,2.29,3.66,3.22,2.25,3.3,3.4,2.24,3.61,3.37,1,1,16,15,1,19
2018,Man City,Huddersfield,0,0,D,0,0,D,M Dean,15,5,2,3,9,4,10,1,0,3,0,0,1.08,13.0,34.0,1.09,13.5,26.0,1.11,9.0,26.0,1.08,14.4,26.0,0,0,17,8,18,24
2018,Swansea,Southampton,0,1,A,0,0,D,M Oliver,11,13,3,8,7,15,7,6,2,1,0,0,3.1,3.25,2.54,3.09,3.31,2.53,3.0,3.2,2.5,3.34,3.19,2.45,0,-1,14,21,13,11
2018,Chelsea,Huddersfield,1,1,D,0,0,D,L Mason,22,3,5,2,7,10,9,0,0,1,0,0,1.16,8.5,19.0,1.19,7.77,20.17,1.17,8.0,17.0,1.25,6.0,15.25,0,0,27,5,1,24
2018,Leicester,Arsenal,3,1,H,1,0,H,G Scott,19,14,10,7,7,12,6,6,2,2,0,1,3.75,3.79,2.0,3.75,3.9,2.01,3.6,3.75,2.0,3.89,3.91,1.97,1,2,29,21,3,6
2018,Man City,Brighton,3,1,H,2,1,H,P Tierney,19,6,7,3,5,7,4,3,0,1,0,0,1.12,10.0,27.0,1.13,9.71,24.81,1.12,10.0,21.0,1.2,7.6,15.25,1,2,26,9,18,23
2018,Tottenham,Newcastle,1,0,H,0,0,D,N Swarbrick,11,14,7,3,10,8,6,4,2,3,0,0,1.18,8.5,17.0,1.19,7.8,17.0,1.17,8.0,17.0,1.22,6.95,14.2,0,1,18,17,14,7
2018,West Ham,Man United,0,0,D,0,0,D,J Moss,9,16,2,6,12,12,1,6,1,1,0,0,4.75,3.79,1.8,4.65,3.88,1.83,4.5,3.8,1.8,4.61,3.84,1.84,0,0,11,22,16,4
2018,Burnley,Bournemouth,1,2,A,1,0,H,P Tierney,12,16,4,5,14,9,7,8,0,0,0,0,2.14,3.5,3.6,2.21,3.57,3.41,2.2,3.3,3.5,2.35,3.52,3.16,1,-1,16,21,20,0
2018,Crystal Palace,West Brom,2,0,H,0,0,D,J Moss,11,7,5,1,10,11,4,2,2,3,0,0,1.8,3.79,4.75,1.75,4.01,4.86,1.75,3.6,5.0,1.79,3.85,4.82,0,2,16,8,17,9
2018,Huddersfield,Arsenal,0,1,A,0,1,A,M Oliver,18,9,3,4,11,7,7,4,1,0,0,0,6.0,4.33,1.6,5.88,4.48,1.58,5.5,4.2,1.6,5.7,4.74,1.56,-1,-1,21,13,24,6
2018,Liverpool,Brighton,4,0,H,2,0,H,K Friend,22,2,11,1,3,6,7,3,0,0,0,0,1.19,8.0,15.0,1.21,7.65,15.44,1.2,6.5,17.0,1.22,7.12,14.03,2,4,33,3,19,23
2018,Man United,Watford,1,0,H,1,0,H,L Mason,7,7,1,3,6,11,6,5,4,0,0,0,1.39,5.25,8.5,1.4,5.46,7.98,1.33,5.5,9.0,1.53,4.27,7.11,1,1,8,10,4,15
2018,Newcastle,Chelsea,3,0,H,1,0,H,M Atkinson,16,6,6,2,11,10,4,2,0,1,0,0,6.5,4.2,1.6,5.96,4.22,1.61,6.5,4.0,1.57,4.85,3.72,1.8,1,3,22,8,7,1
2018,Southampton,Man City,0,1,A,0,0,D,A Marriner,8,13,3,2,8,10,1,12,3,1,0,0,9.0,5.0,1.39,8.06,5.11,1.42,8.5,4.5,1.4,6.32,4.78,1.51,0,-1,11,15,11,18
2018,Swansea,Stoke,1,2,A,1,2,A,A Taylor,26,8,11,5,12,9,6,0,1,2,0,0,1.9,3.79,4.2,1.91,3.72,4.29,1.91,3.75,4.0,2.08,3.56,3.82,-1,-1,37,13,13,8
2018,Tottenham,Leicester,5,4,H,1,2,A,C Pawson,14,16,6,9,9,13,4,4,1,2,0,0,1.33,6.0,9.0,1.33,5.95,9.56,1.3,6.0,9.0,1.38,5.5,8.15,-1,1,20,25,14,3
2018,West Ham,Everton,3,1,H,1,0,H,G Scott,15,14,4,7,10,13,6,6,0,1,0,0,2.45,3.5,3.0,2.36,3.51,3.17,2.4,3.3,3.1,2.35,3.4,3.28,1,2,19,21,16,2
2018,Man United,Leicester,2,1,H,1,0,H,A Marriner,8,13,6,4,11,8,2,5,2,1,0,0,1.57,3.9,7.5,1.58,3.93,7.5,1.57,3.8,6.0,1.55,4.07,7.69,1,1,14,17,4,3
2018,Bournemouth,Cardiff,2,0,H,1,0,H,K Friend,12,10,4,1,11,9,7,4,1,1,0,0,1.9,3.6,4.5,1.89,3.63,4.58,1.91,3.5,4.0,1.88,3.61,4.7,1,2,16,11,0,27
2018,Fulham,Crystal Palace,0,2,A,0,1,A,M Dean,15,10,6,9,9,11,5,5,1,2,0,0,2.5,3.4,3.0,2.5,3.46,3.0,2.45,3.3,2.8,2.62,3.38,2.9,-1,-2,21,19,25,17
2018,Huddersfield,Chelsea,0,3,A,0,2,A,C Kavanagh,6,13,1,4,9,8,2,5,2,1,0,0,6.5,4.0,1.61,6.41,4.02,1.62,5.8,3.9,1.57,7.24,3.95,1.58,-2,-3,7,17,24,1
2018,Newcastle,Tottenham,1,2,A,1,2,A,M Atkinson,15,15,2,5,11,12,3,5,2,2,0,0,3.9,3.5,2.04,3.83,3.57,2.08,3.8,3.2,2.05,4.74,3.53,1.89,-1,-1,17,20,7,14
2018,Watford,Brighton,2,0,H,1,0,H,J Moss,19,6,5,0,10,16,8,2,2,2,0,0,2.37,3.2,3.4,2.43,3.22,3.33,2.38,3.0,3.3,2.58,3.08,3.22,1,2,24,6,15,23
2018,Wolves,Everton,2,2,D,1,1,D,C Pawson,11,6,4,5,8,7,3,6,0,1,0,1,2.37,3.3,3.3,2.36,3.4,3.28,2.3,3.2,3.2,2.44,3.23,3.32,0,0,15,11,26,2
2018,Arsenal,Man City,0,2,A,0,1,A,M Oliver,9,17,3,8,11,14,2,9,2,2,0,0,4.0,3.8,1.95,4.0,3.97,1.93,3.8,3.8,1.91,4.43,4.13,1.81,-1,-2,12,25,6,18
2018,Liverpool,West Ham,4,0,H,2,0,H,A Taylor,18,5,8,2,14,9,5,4,1,2,0,0,1.25,6.5,14.0,1.27,6.35,13.25,1.25,5.5,12.0,1.25,6.95,12.0,2,4,26,7,19,16
2018,Southampton,Burnley,0,0,D,0,0,D,G Scott,18,16,3,6,10,9,8,5,0,1,0,0,1.85,3.5,5.0,1.86,3.51,4.99,1.83,3.25,4.8,2.03,3.19,4.65,0,0,21,22,11,20
2018,Cardiff,Newcastle,0,0,D,0,0,D,C Pawson,12,12,1,6,14,16,5,5,2,2,0,1,3.25,3.1,2.54,3.25,3.12,2.54,3.1,3.0,2.45,3.27,3.21,2.47,0,0,13,18,27,7
2018,Chelsea,Arsenal,3,2,H,2,2,D,M Atkinson,24,15,11,6,12,9,5,1,0,2,0,0,1.8,4.0,4.5,1.83,3.97,4.46,1.83,3.75,4.0,1.83,3.84,4.64,0,1,35,21,1,6
2018,Everton,Southampton,2,1,H,2,0,H,L Mason,13,15,7,4,8,20,2,5,0,5,0,0,1.9,3.5,4.75,1.89,3.56,4.71,1.91,3.4,4.0,1.84,3.63,4.92,2,1,20,19,2,11
2018,Leicester,Wolves,2,0,H,2,0,H,M Dean,6,11,2,3,10,8,1,9,2,1,1,0,2.04,3.5,3.9,2.05,3.56,3.9,2.05,3.4,3.6,2.14,3.41,3.81,2,2,8,14,3,26
2018,Tottenham,Fulham,3,1,H,1,0,H,A Taylor,25,10,11,3,9,5,5,2,0,0,0,0,1.28,6.0,12.0,1.28,6.29,12.44,1.25,6.0,10.0,1.27,6.5,11.96,1,2,36,13,14,25
2018,West Ham,Bournemouth,1,2,A,1,0,H,S Attwell,11,12,5,5,14,10,6,4,6,2,0,0,2.1,3.6,3.7,2.09,3.65,3.69,2.05,3.6,3.4,2.1,3.6,3.74,1,-1,16,17,16,0
2018,Brighton,Man United,3,2,H,3,1,H,K Friend,6,9,3,3,16,13,3,5,1,1,0,0,5.5,3.6,1.75,5.37,3.56,1.81,4.8,3.6,1.75,5.9,3.7,1.71,2,1,9,12,23,4
2018,Burnley,Watford,1,3,A,1,1,D,P Tierney,8,9,3,6,8,19,5,2,1,2,0,0,2.45,3.1,3.4,2.47,3.08,3.37,2.38,3.0,3.25,2.48,3.11,3.36,0,-2,11,15,20,15
2018,Man City,Huddersfield,6,1,H,3,1,H,A Marriner,32,5,14,1,9,4,10,3,0,2,0,0,1.1,13.0,26.0,1.1,12.39,32.7,1.06,12.0,29.0,1.08,13.93,36.05,2,5,46,6,18,24
